"filiere","diplome","domaine"
"EMI Electrique","Cycle Ingenieur","Electricite & Energie"
"Genie Civil EHTP","Cycle Ingenieur","Genie Civil & BTP"
"GC EHTP","Cycle Ingenieur","Genie Civil & BTP"
"Civil EHTP","Cycle Ingenieur","Genie Civil & BTP"
"EHTP Civil","Cycle Ingenieur","Genie Civil & BTP"
"Telecommunications INPT","Cycle Ingenieur","Telecoms & Reseaux"
"Telecom INPT","Cycle Ingenieur","Telecoms & Reseaux"
"INPT Telecom","Cycle Ingenieur","Telecoms & Reseaux"
"IT INPT","Cycle Ingenieur","Telecoms & Reseaux"
"Reseaux et Systemes INPT","Cycle Ingenieur","Telecoms & Reseaux"
"RS INPT","Cycle Ingenieur","Telecoms & Reseaux"
"INPT Reseaux","Cycle Ingenieur","Telecoms & Reseaux"
"Sciences et Technologies de l Information INPT","Cycle Ingenieur","IT / Informatique"
"STI INPT","Cycle Ingenieur","IT / Informatique"
"Agronomie IAV","Ingenieur Agronome","Agriculture & Agroalimentaire"
"Agro IAV","Ingenieur Agronome","Agriculture & Agroalimentaire"
"IAV Agronomie","Ingenieur Agronome","Agriculture & Agroalimentaire"
"Veterinaire IAV","Doctorat Medecine Veterinaire","Agriculture & Agroalimentaire"
"Veto IAV","Doctorat Medecine Veterinaire","Agriculture & Agroalimentaire"
"IAV Veterinaire","Doctorat Medecine Veterinaire","Agriculture & Agroalimentaire"
"Eaux et Forets IAV","Ingenieur","Agriculture & Agroalimentaire"
"EF IAV","Ingenieur","Agriculture & Agroalimentaire"
"IAV Forets","Ingenieur","Agriculture & Agroalimentaire"
"Horticulture INHP","Ingenieur","Agriculture & Agroalimentaire"
"Hort INHP","Ingenieur","Agriculture & Agroalimentaire"
"INHP Horticulture","Ingenieur","Agriculture & Agroalimentaire"
"Management ISCAE","Licence","Management & Entrepreneuriat"
"Management ISCAE","Master","Management & Entrepreneuriat"
"Mg ISCAE","Licence","Management & Entrepreneuriat"
"Mg ISCAE","Master","Management & Entrepreneuriat"
"ISCAE Management","Licence","Management & Entrepreneuriat"
"ISCAE Management","Master","Management & Entrepreneuriat"
"MBA ISCAE","Licence","Management & Entrepreneuriat"
"MBA ISCAE","Master","Management & Entrepreneuriat"
"Expertise Comptable","Diplome d Expertise Comptable","Finance & Banque"
"EC","Diplome d Expertise Comptable","Finance & Banque"
"Expert Comptable","Diplome d Expertise Comptable","Finance & Banque"
"Comptable Agree","Diplome d Expertise Comptable","Finance & Banque"
"DECCA","Diplome d Expertise Comptable","Finance & Banque"
"DPLE","Diplome d Expertise Comptable","Finance & Banque"
"Magistere Droit","Magistere","Droit & Sciences Juridiques"
"Mag Droit","Magistere","Droit & Sciences Juridiques"
"Magistere Juridique","Magistere","Droit & Sciences Juridiques"
"Droit Magistere","Magistere","Droit & Sciences Juridiques"
"Certificat de Qualification Professionnelle","CQP","Secteur Public & Administration"
"CQP","CQP","Secteur Public & Administration"
"CQP Formation","CQP","Secteur Public & Administration"
"Formation Continue Management","Formation Continue","Management & Entrepreneuriat"
"FC Mg","Formation Continue","Management & Entrepreneuriat"
"Management FC","Formation Continue","Management & Entrepreneuriat"
"Executive Education","Formation Continue","Management & Entrepreneuriat"
"MBA","MBA","Management & Entrepreneuriat"
"Master Business Administration","MBA","Management & Entrepreneuriat"
"MBA Maroc","MBA","Management & Entrepreneuriat"
"Executive MBA","MBA","Management & Entrepreneuriat"
"EMBA","MBA","Management & Entrepreneuriat"
"Master of Science","Master of Science","Sciences & Recherche"
"MSc","Master of Science","Sciences & Recherche"
"Master Science","Master of Science","Sciences & Recherche"
"M.Sc","Master of Science","Sciences & Recherche"
"MSc Maroc","Master of Science","Sciences & Recherche"
"Preparatoire MPSI","CPGE","Sciences & Recherche"
"MPSI","CPGE","Sciences & Recherche"
"Maths Physique Sciences Ing","CPGE","Sciences & Recherche"
"Prepa MPSI","CPGE","Sciences & Recherche"
"Math Sup","CPGE","Sciences & Recherche"
"Preparatoire PCSI","CPGE","Sciences & Recherche"
"PCSI","CPGE","Sciences & Recherche"
"Physique Chimie Sciences Ing","CPGE","Sciences & Recherche"
"Prepa PCSI","CPGE","Sciences & Recherche"
"Preparatoire PTSI","CPGE","Sciences & Recherche"
"PTSI","CPGE","Sciences & Recherche"
"Physique Technologie Sciences Ing","CPGE","Sciences & Recherche"
"Prepa PTSI","CPGE","Sciences & Recherche"
"Preparatoire TSI","CPGE","Sciences & Recherche"
"TSI","CPGE","Sciences & Recherche"
"Technologie Sciences Industrielles","CPGE","Sciences & Recherche"
"Prepa TSI","CPGE","Sciences & Recherche"
"Preparatoire ECE","CPGE","Management & Entrepreneuriat"
"ECE","CPGE","Management & Entrepreneuriat"
"Economique Scientifique Euro","CPGE","Management & Entrepreneuriat"
"Prepa ECE","CPGE","Management & Entrepreneuriat"
"Preparatoire ECS","CPGE","Commerce & Marketing"
"ECS","CPGE","Commerce & Marketing"
"Economique et Commercial option S","CPGE","Commerce & Marketing"
"Prepa ECS","CPGE","Commerce & Marketing"
"Preparatoire ECT","CPGE","Management & Entrepreneuriat"
"ECT","CPGE","Management & Entrepreneuriat"
"Economique et Commercial Technologique","CPGE","Management & Entrepreneuriat"
"Prepa ECT","CPGE","Management & Entrepreneuriat"
"Preparatoire Lettres et Sciences Humaines","CPGE","Sciences Humaines & Sociales"
"Prepa LSH","CPGE","Sciences Humaines & Sociales"
"Prepa Lettres","CPGE","Sciences Humaines & Sociales"
"BCPST","CPGE","Sciences Humaines & Sociales"
"Preparatoire Biologie Chimie Physique SVT","CPGE","Sciences & Recherche"
"BCPST","CPGE","Sciences & Recherche"
"Prepa BCPST","CPGE","Sciences & Recherche"
"Bio Prepa","CPGE","Sciences & Recherche"
"Sciences de la Matiere","Licence","Genie Chimique & Materiaux"
"Sciences de la Matiere","DEUG","Genie Chimique & Materiaux"
"SM","Licence","Genie Chimique & Materiaux"
"SM","DEUG","Genie Chimique & Materiaux"
"Matiere","Licence","Genie Chimique & Materiaux"
"Matiere","DEUG","Genie Chimique & Materiaux"
"Sc Matiere","Licence","Genie Chimique & Materiaux"
"Sc Matiere","DEUG","Genie Chimique & Materiaux"
"Biologie et Sciences Appliquees","Licence","Sciences & Recherche"
"BSA","Licence","Sciences & Recherche"
"Bio Sciences Appli","Licence","Sciences & Recherche"
"Biophysique","Licence","Sciences & Recherche"
"Biophys","Licence","Sciences & Recherche"
"Biophysique Medicale","Licence","Sciences & Recherche"
"Ecologie","Licence","Sciences & Recherche"
"Ecol","Licence","Sciences & Recherche"
"Ecologie Generale","Licence","Sciences & Recherche"
"Sciences de l Environnement Eco","Licence","Sciences & Recherche"
"Genetique et Biologie Moleculaire","Licence","Sciences & Recherche"
"gbm genet","Licence","Sciences & Recherche"
"Genetique","Licence","Sciences & Recherche"
"Biologie Mol","Licence","Sciences & Recherche"
"Physiologie Vegetale","Licence","Sciences & Recherche"
"PV","Licence","Sciences & Recherche"
"Botanique","Licence","Sciences & Recherche"
"Phytologie","Licence","Sciences & Recherche"
"Hydrobiologie","Licence","Sciences & Recherche"
"Hydrobio","Licence","Sciences & Recherche"
"Ecologie Aquatique","Licence","Sciences & Recherche"
"Oceanographie","Licence","Sciences & Recherche"
"Ocean","Licence","Sciences & Recherche"
"Sciences de la Mer","Licence","Sciences & Recherche"
"Marine Sciences","Licence","Sciences & Recherche"
"Geophysique","Licence","Sciences & Recherche"
"Geophys","Licence","Sciences & Recherche"
"Sismologie","Licence","Sciences & Recherche"
"Gravimetrie","Licence","Sciences & Recherche"
"Geochimie","Licence","Sciences & Recherche"
"Geochim","Licence","Sciences & Recherche"
"Chimie de la Terre","Licence","Sciences & Recherche"
"Mineralogie et Petrographie","Licence","Sciences & Recherche"
"MP geo","Licence","Sciences & Recherche"
"Petrologie","Licence","Sciences & Recherche"
"Mineralogie","Licence","Sciences & Recherche"
"Paleontologie","Licence","Sciences & Recherche"
"Paleo","Licence","Sciences & Recherche"
"Fossiles","Licence","Sciences & Recherche"
"Sciences de la Vie Ancienne","Licence","Sciences & Recherche"
"Cristallographie","Licence","Genie Chimique & Materiaux"
"Cristallo","Licence","Genie Chimique & Materiaux"
"Cristaux","Licence","Genie Chimique & Materiaux"
"Cristallochimie","Licence","Genie Chimique & Materiaux"
"Thermodynamique et Energetique","Licence","Sciences & Recherche"
"TE","Licence","Sciences & Recherche"
"te td","Licence","Sciences & Recherche"
"Energetique Physique","Licence","Sciences & Recherche"
"Thermo Physique","Licence","Sciences & Recherche"
"Optique et Spectroscopie","Licence","Sciences & Recherche"
"OS","Licence","Sciences & Recherche"
"os spec","Licence","Sciences & Recherche"
"Optique","Licence","Sciences & Recherche"
"Spectroscopie Physique","Licence","Sciences & Recherche"
"Physique Nucleaire","Licence","Sciences & Recherche"
"PN","Licence","Sciences & Recherche"
"pn nucl","Licence","Sciences & Recherche"
"Nucleaire Physique","Licence","Sciences & Recherche"
"Radioactivite","Licence","Sciences & Recherche"
"Chimie Organique","Licence","Genie Chimique & Materiaux"
"CO","Licence","Genie Chimique & Materiaux"
"co org","Licence","Genie Chimique & Materiaux"
"Chimie Orga","Licence","Genie Chimique & Materiaux"
"Organic Chemistry","Licence","Genie Chimique & Materiaux"
"Chimie Inorganique","Licence","Genie Chimique & Materiaux"
"CIno","Licence","Genie Chimique & Materiaux"
"Chimie Minerale","Licence","Genie Chimique & Materiaux"
"Inorganic Chemistry","Licence","Genie Chimique & Materiaux"
"Chimie Analytique","Licence","Genie Chimique & Materiaux"
"CA","Licence","Genie Chimique & Materiaux"
"ca anal","Licence","Genie Chimique & Materiaux"
"Analyse Chimique","Licence","Genie Chimique & Materiaux"
"Analytical Chemistry","Licence","Genie Chimique & Materiaux"
"Chimie Physique","Licence","Genie Chimique & Materiaux"
"CPhys","Licence","Genie Chimique & Materiaux"
"Physico-Chimie","Licence","Genie Chimique & Materiaux"
"Physical Chemistry","Licence","Genie Chimique & Materiaux"
"Chimie des Polymeres","Licence","Genie Chimique & Materiaux"
"CP","Licence","Genie Chimique & Materiaux"
"cp poly","Licence","Genie Chimique & Materiaux"
"Polymeres","Licence","Genie Chimique & Materiaux"
"Polymer Chemistry","Licence","Genie Chimique & Materiaux"
"Analyse Numerique","Licence","Sciences & Recherche"
"AN","Licence","Sciences & Recherche"
"an num","Licence","Sciences & Recherche"
"Calcul Scientifique","Licence","Sciences & Recherche"
"Numerical Analysis","Licence","Sciences & Recherche"
"Algebre","Licence","Sciences & Recherche"
"Alg","Licence","Sciences & Recherche"
"Algebre et Geometrie","Licence","Sciences & Recherche"
"Algebra","Licence","Sciences & Recherche"
"Topologie et Geometrie","Licence","Sciences & Recherche"
"TG","Licence","Sciences & Recherche"
"tg topo","Licence","Sciences & Recherche"
"Geometrie Math","Licence","Sciences & Recherche"
"Topology","Licence","Sciences & Recherche"
"Analyse Fonctionnelle","Licence","Sciences & Recherche"
"AF","Licence","Sciences & Recherche"
"af anal","Licence","Sciences & Recherche"
"Analyse Fonctionnelle Math","Licence","Sciences & Recherche"
"Equipes Differentielles","Licence","Sciences & Recherche"
"ed diff","Licence","Sciences & Recherche"
"Equations Diff","Licence","Sciences & Recherche"
"Differential Equations","Licence","Sciences & Recherche"
"Recherche Operationnelle","Licence","Sciences & Recherche"
"RO","Licence","Sciences & Recherche"
"Operations Research","Licence","Sciences & Recherche"
"Optimisation","Licence","Sciences & Recherche"
"Optimisation Combinatoire","Licence","Sciences & Recherche"
"Statistique et Probabilites","Licence","Sciences & Recherche"
"sp stat","Licence","Sciences & Recherche"
"Stats Proba","Licence","Sciences & Recherche"
"Statistics Probability","Licence","Sciences & Recherche"
"Mathematiques Appliquees Economiques","Licence","Finance & Banque"
"MAE","Licence","Finance & Banque"
"Maths Eco","Licence","Finance & Banque"
"Econometrie Math","Licence","Finance & Banque"
"Civilisation Islamique","Licence","Sciences Humaines & Sociales"
"ci islam","Licence","Sciences Humaines & Sociales"
"Civilisation et Pensee Islamique","Licence","Sciences Humaines & Sociales"
"Pensee Islamique et Modernite","Licence","Sciences Humaines & Sociales"
"PIM","Licence","Sciences Humaines & Sociales"
"Pensee Islamique","Licence","Sciences Humaines & Sociales"
"Langue et Culture Amazighe","Licence","Sciences Humaines & Sociales"
"LCA amazigh","Licence","Sciences Humaines & Sociales"
"lca am","Licence","Sciences Humaines & Sociales"
"Tamazight Culturel","Licence","Sciences Humaines & Sociales"
"Berbere Culture","Licence","Sciences Humaines & Sociales"
"Sciences de l Information et des Bibliotheques","Licence","Sciences Humaines & Sociales"
"SIB","Licence","Sciences Humaines & Sociales"
"Bibliotheque Sciences","Licence","Sciences Humaines & Sociales"
"Documentaliste","Licence","Sciences Humaines & Sociales"
"Etudes Orientales","Licence","Sciences Humaines & Sociales"
"EO","Licence","Sciences Humaines & Sociales"
"eo orient","Licence","Sciences Humaines & Sociales"
"Orientalisme","Licence","Sciences Humaines & Sociales"
"Oriental Studies","Licence","Sciences Humaines & Sociales"
"Traduction et Interpretation","Licence","Arts & Communication"
"TI","Licence","Arts & Communication"
"ti trad","Licence","Arts & Communication"
"Traducteur","Licence","Arts & Communication"
"Interpretation Trad","Licence","Arts & Communication"
"Traduction Professionnelle","Licence","Arts & Communication"
"Didactique des Langues","Licence","Education & Enseignement"
"dl didac","Licence","Education & Enseignement"
"Enseignement Langues","Licence","Education & Enseignement"
"FLE","Licence","Education & Enseignement"
"RI","Licence","Droit & Sciences Juridiques"
"Diplomatie","Licence","Droit & Sciences Juridiques"
"International Relations","Licence","Droit & Sciences Juridiques"
"Droit International Relations","Licence","Droit & Sciences Juridiques"
"Science Politique et Gouvernance","Licence","Droit & Sciences Juridiques"
"SPG","Licence","Droit & Sciences Juridiques"
"Politiques Gouvernance","Licence","Droit & Sciences Juridiques"
"Anthropologie","Licence","Sciences Humaines & Sociales"
"Anthr","Licence","Sciences Humaines & Sociales"
"Anthropologie Sociale","Licence","Sciences Humaines & Sociales"
"Social Anthropology","Licence","Sciences Humaines & Sociales"
"Psychologie Clinique","Master","Sciences Humaines & Sociales"
"PsyClin","Master","Sciences Humaines & Sociales"
"Clinique Psychologie","Master","Sciences Humaines & Sociales"
"Clinical Psychology","Master","Sciences Humaines & Sociales"
"Psychologie du Travail","Master","Sciences Humaines & Sociales"
"PsyTrav","Master","Sciences Humaines & Sociales"
"Travail Psychologie","Master","Sciences Humaines & Sociales"
"Work Psychology","Master","Sciences Humaines & Sociales"
"Psychologie Sociale","Master","Sciences Humaines & Sociales"
"PsySoc","Master","Sciences Humaines & Sociales"
"Sociale Psychologie","Master","Sciences Humaines & Sociales"
"Sociologie du Travail","Master","Sciences Humaines & Sociales"
"SocTrav","Master","Sciences Humaines & Sociales"
"Sociologie Organisations","Master","Sciences Humaines & Sociales"
"Demographi","Licence","Sciences Humaines & Sociales"
"Demog","Licence","Sciences Humaines & Sociales"
"Etudes de Population","Licence","Sciences Humaines & Sociales"
"Demographie","Licence","Sciences Humaines & Sociales"
"Journa","Licence","Arts & Communication"
"Presse","Licence","Arts & Communication"
"Media Journalism","Licence","Arts & Communication"
"Reporter","Licence","Arts & Communication"
"Communication Institutionnelle","Licence","Arts & Communication"
"ComInst","Licence","Arts & Communication"
"Communication Entreprise","Licence","Arts & Communication"
"PR","Licence","Arts & Communication"
"Arts et Culture","Licence","Arts & Communication"
"AC","Licence","Arts & Communication"
"ac arts","Licence","Arts & Communication"
"Culture Artistique","Licence","Arts & Communication"
"Cultural Studies","Licence","Arts & Communication"
"Droit et Economie","Licence","Droit & Sciences Juridiques"
"DE","Licence","Droit & Sciences Juridiques"
"de droieco","Licence","Droit & Sciences Juridiques"
"Droit Eco","Licence","Droit & Sciences Juridiques"
"Law Economics","Licence","Droit & Sciences Juridiques"
"Sciences Actuarielles et Risques","Master Specialise","Finance & Banque"
"SAR","Master Specialise","Finance & Banque"
"Actuariat Master","Master Specialise","Finance & Banque"
"Actuarial Sciences","Master Specialise","Finance & Banque"
"Finance de Marche","Master Specialise","Finance & Banque"
"FM","Master Specialise","Finance & Banque"
"Financial Markets","Master Specialise","Finance & Banque"
"Marches Capitaux","Master Specialise","Finance & Banque"
"Gestion de Patrimoine","Master Specialise","Finance & Banque"
"GDP","Master Specialise","Finance & Banque"
"Patrimoine Gestion","Master Specialise","Finance & Banque"
"Wealth Management","Master Specialise","Finance & Banque"
"Gestion Budgetaire","Licence","Management & Entrepreneuriat"
"GB","Licence","Management & Entrepreneuriat"
"gb budget","Licence","Management & Entrepreneuriat"
"Budget Gestion","Licence","Management & Entrepreneuriat"
"Controlling","Licence","Management & Entrepreneuriat"
"Entrepreneuriat et Innovation","Licence Professionnelle","Management & Entrepreneuriat"
"EI ent","Licence Professionnelle","Management & Entrepreneuriat"
"Startup","Licence Professionnelle","Management & Entrepreneuriat"
"Entrepreneur","Licence Professionnelle","Management & Entrepreneuriat"
"Management Culturel","Licence","Management & Entrepreneuriat"
"MCult","Licence","Management & Entrepreneuriat"
"Gestion Culturelle","Licence","Management & Entrepreneuriat"
"Culture Management","Licence","Management & Entrepreneuriat"
"Sciences et Techniques Quantitatives","Licence","Sciences & Recherche"
"STQ","Licence","Sciences & Recherche"
"Quantitative","Licence","Sciences & Recherche"
"Techniques Quant","Licence","Sciences & Recherche"
"Droit Administratif","Master","Droit & Sciences Juridiques"
"DA admin","Master","Droit & Sciences Juridiques"
"Contentieux Admin","Master","Droit & Sciences Juridiques"
"Administrative Law","Master","Droit & Sciences Juridiques"
"Droit des Societes","Master","Droit & Sciences Juridiques"
"DS","Master","Droit & Sciences Juridiques"
"ds soc","Master","Droit & Sciences Juridiques"
"Droit Commercial Societes","Master","Droit & Sciences Juridiques"
"Corporate Law","Master","Droit & Sciences Juridiques"
"Droit Maritime","Master","Droit & Sciences Juridiques"
"DMar","Master","Droit & Sciences Juridiques"
"Maritime Law","Master","Droit & Sciences Juridiques"
"Droit de la Mer","Master","Droit & Sciences Juridiques"
"Droit Social","Master","Droit & Sciences Juridiques"
"DSoc","Master","Droit & Sciences Juridiques"
"Droit du Travail","Master","Droit & Sciences Juridiques"
"Labour Law","Master","Droit & Sciences Juridiques"
"Droit Travail","Master","Droit & Sciences Juridiques"
"Droit de l Environnement","Master","Droit & Sciences Juridiques"
"DE env","Master","Droit & Sciences Juridiques"
"Droit Environnemental","Master","Droit & Sciences Juridiques"
"Environmental Law","Master","Droit & Sciences Juridiques"
"Droit Penal","Master","Droit & Sciences Juridiques"
"DPen","Master","Droit & Sciences Juridiques"
"Criminalite Droit","Master","Droit & Sciences Juridiques"
"Criminal Law","Master","Droit & Sciences Juridiques"
"Droit Criminel","Master","Droit & Sciences Juridiques"
"Droit de la Propriete Intellectuelle","Master","Droit & Sciences Juridiques"
"DPI","Master","Droit & Sciences Juridiques"
"Propriete Intellectuelle","Master","Droit & Sciences Juridiques"
"IP Law","Master","Droit & Sciences Juridiques"
"Brevets","Master","Droit & Sciences Juridiques"
"Not","Master","Droit & Sciences Juridiques"
"Droit Notarial Master","Master","Droit & Sciences Juridiques"
"Notaire","Master","Droit & Sciences Juridiques"
"Droit de l Urbanisme","Master","Droit & Sciences Juridiques"
"DUrb","Master","Droit & Sciences Juridiques"
"Urbanisme Droit","Master","Droit & Sciences Juridiques"
"Planning Law","Master","Droit & Sciences Juridiques"
"Genie Electrique et Automatique","Cycle Ingenieur","Electronique & Automatique"
"GEA","Cycle Ingenieur","Electronique & Automatique"
"Electrique Automatique Ing","Cycle Ingenieur","Electronique & Automatique"
"Control Engineering","Cycle Ingenieur","Electronique & Automatique"
"Genie Electrique et Electronique Industrielle","Cycle Ingenieur","Electronique & Automatique"
"GEEI","Cycle Ingenieur","Electronique & Automatique"
"Electronique Industrielle Ing","Cycle Ingenieur","Electronique & Automatique"
"Materiaux et Nanotechnologies","Cycle Ingenieur","Electronique & Automatique"
"MNano","Cycle Ingenieur","Electronique & Automatique"
"Nanotechnologies","Cycle Ingenieur","Electronique & Automatique"
"Nanomateriaux","Cycle Ingenieur","Electronique & Automatique"
"Genie Optique et Photonique","Cycle Ingenieur","Electronique & Automatique"
"GOP","Cycle Ingenieur","Electronique & Automatique"
"Photonique","Cycle Ingenieur","Electronique & Automatique"
"Optique Ing","Cycle Ingenieur","Electronique & Automatique"
"Microelectronique et Micro-systemes","Cycle Ingenieur","Electronique & Automatique"
"MEM","Cycle Ingenieur","Electronique & Automatique"
"Microelectronique","Cycle Ingenieur","Electronique & Automatique"
"MEMS","Cycle Ingenieur","Electronique & Automatique"
"Semiconducteurs","Cycle Ingenieur","Electronique & Automatique"
"Genie Spatial","Cycle Ingenieur","Aeronautique & Spatial"
"GSp","Cycle Ingenieur","Aeronautique & Spatial"
"Spatial","Cycle Ingenieur","Aeronautique & Spatial"
"Espace Technologie","Cycle Ingenieur","Aeronautique & Spatial"
"Satellite Engineering","Cycle Ingenieur","Aeronautique & Spatial"
"Gestion et Valorisation des Dechets","Cycle Ingenieur","Environnement & Energie Verte"
"GVD","Cycle Ingenieur","Environnement & Energie Verte"
"Dechets Gestion Ing","Cycle Ingenieur","Environnement & Energie Verte"
"Waste Management Ing","Cycle Ingenieur","Environnement & Energie Verte"
"Amenagement et Urbanisme","Cycle Ingenieur","Architecture & Urbanisme"
"AU urb","Cycle Ingenieur","Architecture & Urbanisme"
"Urbanisme Ing","Cycle Ingenieur","Architecture & Urbanisme"
"Urban Engineering","Cycle Ingenieur","Architecture & Urbanisme"
"Genie de la Construction","Cycle Ingenieur","Genie Civil & BTP"
"GCons","Cycle Ingenieur","Genie Civil & BTP"
"Construction Batiment","Cycle Ingenieur","Genie Civil & BTP"
"Building Engineering","Cycle Ingenieur","Genie Civil & BTP"
"Genie Sanitaire","Cycle Ingenieur","Genie Mecanique & Industriel"
"GSan","Cycle Ingenieur","Genie Mecanique & Industriel"
"Assainissement Ing","Cycle Ingenieur","Genie Mecanique & Industriel"
"Sanitaire Ing","Cycle Ingenieur","Genie Mecanique & Industriel"
"Structures et Ouvrages d Art","Cycle Ingenieur","Genie Civil & BTP"
"SOA","Cycle Ingenieur","Genie Civil & BTP"
"Structures Genie","Cycle Ingenieur","Genie Civil & BTP"
"Ponts et Ouvrages","Cycle Ingenieur","Genie Civil & BTP"
"Hydraulique et Amenagement","Cycle Ingenieur","Genie Civil & BTP"
"HA","Cycle Ingenieur","Genie Civil & BTP"
"ha hyd","Cycle Ingenieur","Genie Civil & BTP"
"Water Resources Ing","Cycle Ingenieur","Genie Civil & BTP"
"Mecanique des Solides","Cycle Ingenieur","Genie Mecanique & Industriel"
"MS mec","Cycle Ingenieur","Genie Mecanique & Industriel"
"Solid Mechanics Ing","Cycle Ingenieur","Genie Mecanique & Industriel"
"Resistance des Materiaux Ing","Cycle Ingenieur","Genie Mecanique & Industriel"
"Genie Thermique et Energetique","Cycle Ingenieur","Electricite & Energie"
"GTE","Cycle Ingenieur","Electricite & Energie"
"Thermique Ing","Cycle Ingenieur","Electricite & Energie"
"Thermal Engineering","Cycle Ingenieur","Electricite & Energie"
"Automatique et Systemes","Cycle Ingenieur","Electronique & Automatique"
"AS","Cycle Ingenieur","Electronique & Automatique"
"as auto","Cycle Ingenieur","Electronique & Automatique"
"Systemes Automatiques Ing","Cycle Ingenieur","Electronique & Automatique"
"Control Systems","Cycle Ingenieur","Electronique & Automatique"
"Robotique et Systemes Intelligents","Cycle Ingenieur","Electronique & Automatique"
"RSI","Cycle Ingenieur","Electronique & Automatique"
"Robotique Ing","Cycle Ingenieur","Electronique & Automatique"
"Robotics","Cycle Ingenieur","Electronique & Automatique"
"Robots","Cycle Ingenieur","Electronique & Automatique"
"Vision Artificielle","Cycle Ingenieur","IT / Informatique"
"VA","Cycle Ingenieur","IT / Informatique"
"va vis","Cycle Ingenieur","IT / Informatique"
"Machine Vision","Cycle Ingenieur","IT / Informatique"
"Computer Vision","Cycle Ingenieur","IT / Informatique"
"Vision Ordinateur","Cycle Ingenieur","IT / Informatique"
"Traitement Automatique du Langage","Master Specialise","IT / Informatique"
"TAL","Master Specialise","IT / Informatique"
"NLP","Master Specialise","IT / Informatique"
"Natural Language Processing","Master Specialise","IT / Informatique"
"Linguistique Informatique","Master Specialise","IT / Informatique"
"Informatique Theorique","Licence","IT / Informatique"
"IT","Licence","IT / Informatique"
"it theo","Licence","IT / Informatique"
"Theorie Calcul","Licence","IT / Informatique"
"Complexite Algorithmique","Licence","IT / Informatique"
"Algorithmes","Licence","IT / Informatique"
"Programmation Web","Licence Professionnelle","IT / Informatique"
"PW","Licence Professionnelle","IT / Informatique"
"Web Development","Licence Professionnelle","IT / Informatique"
"Developpement Web","Licence Professionnelle","IT / Informatique"
"Dev Web","Licence Professionnelle","IT / Informatique"
"Developpement d Applications Mobiles","Licence Professionnelle","IT / Informatique"
"DAM","Licence Professionnelle","IT / Informatique"
"Mobile Apps","Licence Professionnelle","IT / Informatique"
"App Developer","Licence Professionnelle","IT / Informatique"
"iOS Android Dev","Licence Professionnelle","IT / Informatique"
"Cloud et DevOps","Master Specialise","IT / Informatique"
"CDO","Master Specialise","IT / Informatique"
"DevOps","Master Specialise","IT / Informatique"
"Cloud Native","Master Specialise","IT / Informatique"
"CI CD","Master Specialise","IT / Informatique"
"Forensique Numerique","Master Specialise","IT / Informatique"
"FN","Master Specialise","IT / Informatique"
"Digital Forensics","Master Specialise","IT / Informatique"
"Securite Forensique","Master Specialise","IT / Informatique"
"Cyber Forensics","Master Specialise","IT / Informatique"
"Ingenierie des Donnees","Master Specialise","IT / Informatique"
"ID","Master Specialise","IT / Informatique"
"Pipeline Donnees","Master Specialise","IT / Informatique"
"Data Pipeline","Master Specialise","IT / Informatique"
"Vision par Ordinateur","Master Specialise","IT / Informatique"
"VO","Master Specialise","IT / Informatique"
"Computer Vision MS","Master Specialise","IT / Informatique"
"Traitement Images","Master Specialise","IT / Informatique"
"Image Processing","Master Specialise","IT / Informatique"
"Orthophonie","Licence","Sante & Medecine"
"Ortho","Licence","Sante & Medecine"
"Logopedia","Licence","Sante & Medecine"
"Speech Therapy","Licence","Sante & Medecine"
"Psychomotricite","Licence","Sante & Medecine"
"Psychomot","Licence","Sante & Medecine"
"Reeducation Psychomotrice","Licence","Sante & Medecine"
"Sciences Infirmieres","Licence","Sante & Medecine"
"SI sante","Licence","Sante & Medecine"
"Infirmier Superieur","Licence","Sante & Medecine"
"Cadre Infirmier","Licence","Sante & Medecine"
"Medecine Physique et Readaptation","Master","Sante & Medecine"
"MPR","Master","Sante & Medecine"
"Readaptation Medicale","Master","Sante & Medecine"
"Reeducation","Master","Sante & Medecine"
"Epidemio","Master","Sante & Medecine"
"Sante Publique Epi","Master","Sante & Medecine"
"Biostatistiques Sante","Master","Sante & Medecine"
"Toxicologie","Master","Sante & Medecine"
"Tox","Master","Sante & Medecine"
"Sciences Toxicologiques","Master","Sante & Medecine"
"Pharmaco","Master","Sante & Medecine"
"Sciences Pharmacologiques","Master","Sante & Medecine"
"Gastro-enterologie","Specialisation Medicale","Sante & Medecine"
"Gastro","Specialisation Medicale","Sante & Medecine"
"Hepatologie","Specialisation Medicale","Sante & Medecine"
"Gastroenterologie","Specialisation Medicale","Sante & Medecine"
"Chirurgie","Specialisation Medicale","Sante & Medecine"
"Chir","Specialisation Medicale","Sante & Medecine"
"Chirurgie Generale","Specialisation Medicale","Sante & Medecine"
"General Surgery","Specialisation Medicale","Sante & Medecine"
"Pediatrie","Specialisation Medicale","Sante & Medecine"
"Pedia","Specialisation Medicale","Sante & Medecine"
"Medecine Pediatrique","Specialisation Medicale","Sante & Medecine"
"Enfant Medecine","Specialisation Medicale","Sante & Medecine"
"Cardiologie","Specialisation Medicale","Sante & Medecine"
"Cardio","Specialisation Medicale","Sante & Medecine"
"Cardiologie Vasculaire","Specialisation Medicale","Sante & Medecine"
"Heart Medicine","Specialisation Medicale","Sante & Medecine"
